pair_id,src_id,dst_id,comm_type,src_type,dst_type,distance_m,rel_speed_mps,src_alt_m,dst_alt_m,link_source,link_type,rf_snr_db,vlc_snr_db,blockage_prob,los_blocked,los_coeff,density,doppler_hz,intent,delay_budget_ms_obs,log_ber_budget_obs,tput_budget_mbps_obs,queue,capacity_mbps,ber,outage_prob,latency_ms,label,scenario,qmax
P000000a,V1,V2,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,RF,26.292393105379567,-999.0,0.0,0,0.0,56.75844665859934,341.86377424871296,Infotainment,188.2734383873968,-2.9660477811713903,4.6239885630005055,27,8.219999999999999,1.284413499532822e-227,0.0064469895795763454,4.472712135387301,1,Medium,40
P000000a,V1,V2,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,VLC,-999.0,35.14903115571319,0.0845695859540938,0,1.0921953522868302e-07,29.518263569716698,341.86377424871296,Infotainment,198.09979398638504,-3.0446062897452295,5.1438650094239815,7,23.35339234674525,0.0,0.0,0.6322100871656537,1,Medium,40
P000000b,V2,V1,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,RF,26.292393105379567,-999.0,0.0,0,0.0,20.290775654919095,341.86377424871296,Safety,9.651870464692195,-5.937473386042779,0.9639727025885676,4,8.219999999999999,1.284413499532822e-227,0.0064469895795763454,1.61631413582743,1,Medium,40
P000000b,V2,V1,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,VLC,-999.0,35.14903115571319,0.0845695859540938,0,1.0921953522868302e-07,37.43763707579494,341.86377424871296,Safety,9.523376887943515,-6.057876495817058,0.9862570034744366,27,23.35339234674525,0.0,0.0,1.5848370776569565,1,Medium,40
P000001a,V1,V3,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,RF,52.502158298798705,-999.0,0.0,0,0.0,59.77733856883696,373.18903263499374,Infotainment,198.50539279979378,-2.919084702212011,4.970380786044412,8,8.219999999999999,0.0,1.5480351177266094e-05,1.825975370241927,1,Medium,40
P000001a,V1,V3,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,VLC,-999.0,87.56856153164209,0.004313538121650362,0,4.5632771134423094e-05,52.97203327131993,373.18903263499374,Infotainment,195.29310667979323,-3.060438853386609,5.365457050962142,23,58.17929296121758,0.0,0.0,0.48409459908088576,1,Medium,40
P000001b,V3,V1,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,RF,52.502158298798705,-999.0,0.0,0,0.0,22.433170529116094,373.18903263499374,Safety,10.34230243994686,-6.070786765708357,0.925685687146874,24,8.219999999999999,0.0,1.5480351177266094e-05,3.619014326611266,1,Medium,40
P000001b,V3,V1,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,VLC,-999.0,87.56856153164209,0.004313538121650362,0,4.5632771134423094e-05,30.463762790523806,373.18903263499374,Safety,9.935956016523134,-5.946431134857055,0.9780742117795682,31,58.17929296121758,0.0,0.0,0.9498106749055573,1,Medium,40
P000002a,V1,V4,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,RF,20.68787359115177,-999.0,0.0,0,0.0,29.42914993867398,355.77770472955297,Infotainment,188.33741045613633,-2.9863291195274253,4.766236105114724,9,8.219999999999999,2.9553920841982535e-64,0.023233678701558347,1.8946404578831633,1,Medium,40
P000002a,V1,V4,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,VLC,-999.0,23.939992103792473,0.15503147779347692,0,3.005026951901198e-08,49.48778287477155,355.77770472955297,Infotainment,182.1203293935006,-2.934908047655465,4.785710762079145,3,15.91700979470822,4.034002449374241e-56,0.0,0.818145718923374,1,Medium,40
P000002b,V4,V1,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,RF,20.68787359115177,-999.0,0.0,0,0.0,41.720926238678864,355.77770472955297,Safety,10.464544585382674,-6.003909282430237,0.9924867815549869,6,8.219999999999999,2.9553920841982535e-64,0.023233678701558347,1.7097301648248044,1,Medium,40
P000002b,V4,V1,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,VLC,-999.0,23.939992103792473,0.15503147779347692,0,3.005026951901198e-08,17.549647843434037,355.77770472955297,Safety,10.843031678935763,-5.9592221183383325,0.9448152359799266,27,15.91700979470822,4.034002449374241e-56,0.0,2.283831646502085,1,Medium,40
P000003a,V1,V5,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,RF,27.512176287212952,-999.0,0.0,0,0.0,9.493467728661262,382.2094966055555,Infotainment,211.74859984497246,-2.975986222186409,4.7556973431832805,4,8.219999999999999,1.2331279990306365e-300,0.00487216782466271,1.6227183875278435,1,Medium,40
P000003a,V1,V5,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,VLC,-999.0,37.588597497377364,0.07391019309639468,0,1.4463674553350966e-07,11.475255431981159,382.2094966055555,Infotainment,198.2614678473673,-2.9894806603221853,5.082522800055558,24,24.97382631255305,0.0,0.0,1.2067448829256935,1,Medium,40
