pair_id,src_id,dst_id,comm_type,src_type,dst_type,distance_m,rel_speed_mps,src_alt_m,dst_alt_m,link_source,link_type,rf_snr_db,vlc_snr_db,blockage_prob,los_blocked,los_coeff,density,doppler_hz,intent,delay_budget_ms_obs,log_ber_budget_obs,tput_budget_mbps_obs,queue,capacity_mbps,ber,outage_prob,latency_ms,label,scenario,qmax
P000000a,V1,V2,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,RF,26.292393105379567,-999.0,0.0,0,0.0,56.75844665859934,341.86377424871296,Infotainment,188.2734383873968,-2.9660477811713903,4.6239885630005055,36,8.219999999999999,1.284413499532822e-227,0.0064469895795763454,5.386891272421807,1,High,50
P000000a,V1,V2,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,VLC,-999.0,35.14903115571319,0.0845695859540938,0,1.0921953522868302e-07,29.518263569716698,341.86377424871296,Infotainment,198.09979398638504,-3.0446062897452295,5.1438650094239815,6,23.35339234674525,0.0,0.0,0.5823109378926571,1,High,50
P000000b,V2,V1,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,RF,26.292393105379567,-999.0,0.0,0,0.0,20.290775654919095,341.86377424871296,Safety,9.651870464692195,-5.937473386042779,0.9639727025885676,11,8.219999999999999,1.284413499532822e-227,0.0064469895795763454,1.8913981570213352,1,High,50
P000000b,V2,V1,V2V,vehicle,vehicle,27.250868259977416,17.382903775358287,0.0,0.0,model_augmented_short_range,VLC,-999.0,35.14903115571319,0.0845695859540938,0,1.0921953522868302e-07,37.43763707579494,341.86377424871296,Safety,9.523376887943515,-6.057876495817058,0.9862570034744366,39,23.35339234674525,0.0,0.0,2.2792321132405373,1,High,50
P000001a,V1,V3,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,RF,52.502158298798705,-999.0,0.0,0,0.0,59.77733856883696,373.18903263499374,Infotainment,198.50539279979378,-2.919084702212011,4.970380786044412,4,8.219999999999999,0.0,1.5480351177266094e-05,1.576835888616115,1,High,50
P000001a,V1,V3,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,VLC,-999.0,87.56856153164209,0.004313538121650362,0,4.5632771134423094e-05,52.97203327131993,373.18903263499374,Infotainment,195.29310667979323,-3.060438853386609,5.365457050962142,45,58.17929296121758,0.0,0.0,2.0343314417671414,1,High,50
P000001b,V3,V1,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,RF,52.502158298798705,-999.0,0.0,0,0.0,22.433170529116094,373.18903263499374,Safety,10.34230243994686,-6.070786765708357,0.925685687146874,41,8.219999999999999,0.0,1.5480351177266094e-05,8.000552990226831,1,High,50
P000001b,V3,V1,V2V,vehicle,vehicle,1.333190114715415,18.97571352381324,0.0,0.0,model_augmented_short_range,VLC,-999.0,87.56856153164209,0.004313538121650362,0,4.5632771134423094e-05,30.463762790523806,373.18903263499374,Safety,9.935956016523134,-5.946431134857055,0.9780742117795682,38,58.17929296121758,0.0,0.0,0.8277115420687704,1,High,50
P000002a,V1,V4,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,RF,20.68787359115177,-999.0,0.0,0,0.0,29.42914993867398,355.77770472955297,Infotainment,188.33741045613633,-2.9863291195274253,4.766236105114724,4,8.219999999999999,2.9553920841982535e-64,0.023233678701558347,1.5865075919859521,1,High,50
P000002a,V1,V4,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,VLC,-999.0,23.939992103792473,0.15503147779347692,0,3.005026951901198e-08,49.48778287477155,355.77770472955297,Infotainment,182.1203293935006,-2.934908047655465,4.785710762079145,6,15.91700979470822,4.034002449374241e-56,0.0,0.8602458566013493,1,High,50
P000002b,V4,V1,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,RF,20.68787359115177,-999.0,0.0,0,0.0,41.720926238678864,355.77770472955297,Safety,10.464544585382674,-6.003909282430237,0.9924867815549869,11,8.219999999999999,2.9553920841982535e-64,0.023233678701558347,1.854394199714883,1,High,50
P000002b,V4,V1,V2V,vehicle,vehicle,51.95248438640045,18.090391765909473,0.0,0.0,model_augmented_short_range,VLC,-999.0,23.939992103792473,0.15503147779347692,0,3.005026951901198e-08,17.549647843434037,355.77770472955297,Safety,10.843031678935763,-5.9592221183383325,0.9448152359799266,39,15.91700979470822,4.034002449374241e-56,0.0,3.5109346707882207,1,High,50
P000003a,V1,V5,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,RF,27.512176287212952,-999.0,0.0,0,0.0,9.493467728661262,382.2094966055555,Infotainment,211.74859984497246,-2.975986222186409,4.7556973431832805,17,8.219999999999999,1.2331279990306365e-300,0.00487216782466271,2.1900081604041857,1,High,50
P000003a,V1,V5,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,VLC,-999.0,37.588597497377364,0.07391019309639468,0,1.4463674553350966e-07,11.475255431981159,382.2094966055555,Infotainment,198.2614678473673,-2.9894806603221853,5.082522800055558,45,24.97382631255305,0.0,0.0,4.470489354875136,1,High,50
P000003b,V5,V1,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,RF,27.512176287212952,-999.0,0.0,0,0.0,51.513372732242686,382.2094966055555,Safety,9.566544773483837,-5.97683636819135,1.051735362990175,6,8.219999999999999,1.2331279990306365e-300,0.00487216782466271,1.661461803128745,1,High,50
P000003b,V5,V1,V2V,vehicle,vehicle,23.68051732,19.434381183333333,0.0,0.0,tihan_field_measurement,VLC,-999.0,37.588597497377364,0.07391019309639468,0,1.4463674553350966e-07,30.123385044832368,382.2094966055555,Safety,9.409609800080563,-5.97447154657873,0.9752281579626741,8,24.97382631255305,0.0,0.0,0.5764862483999655,1,High,50
P000004a,V1,V6,V2V,vehicle,vehicle,206.54934415217937,18.42634393887746,0.0,0.0,model_augmented_short_range,RF,8.699523612339858,-999.0,0.0,0,0.0,54.939728232578545,362.38476413125665,Emergency,19.449718335298193,-5.009787673197662,1.028034401369612,11,8.219999999999999,1.0845361637002384e-05,0.3103533995732425,1.8837117505500118,0,High,50
P000004a,V1,V6,V2V,vehicle,vehicle,206.54934415217937,18.42634393887746,0.0,0.0,model_augmented_short_range,VLC,-999.0,-0.03670788859292193,0.48815638658370564,0,1.9011368148944632e-09,59.732877619675584,362.38476413125665,Emergency,20.598109511171245,-5.03368711152653,1.0492799004323792,12,1.9878316703332795,1.0,1.0,7.892610177350875,0,High,50
P000004b,V6,V1,V2V,vehicle,vehicle,206.54934415217937,18.42634393887746,0.0,0.0,model_augmented_short_range,RF,8.699523612339858,-999.0,0.0,0,0.0,46.38256149434901,362.38476413125665,Emergency,18.74008151472996,-4.992684417850617,0.9911110551293164,45,8.219999999999999,1.0845361637002384e-05,0.3103533995732425,13.440340540160912,0,High,50
P000004b,V6,V1,V2V,vehicle,vehicle,206.54934415217937,18.42634393887746,0.0,0.0,model_augmented_short_range,VLC,-999.0,-0.03670788859292193,0.48815638658370564,1,1.9011368148944632e-09,23.96792124404255,362.38476413125665,Emergency,20.235982317357447,-5.0049448817362645,0.9826037981028695,37,1.9878316703332795,1.0,1.0,23.203975846558905,0,High,50
P000005a,V1,V7,V2V,vehicle,vehicle,181.47846248372363,16.312828766366838,0.0,0.0,model_augmented_short_range,RF,9.823498200170201,-999.0,0.0,0,0.0,49.78050417358095,320.81896573854783,Infotainment,183.57742627361117,-2.9934059772023933,5.280585038420796,47,8.219999999999999,6.710562347251933e-07,0.24937336855411618,23.54163703307336,1,High,50
P000005a,V1,V7,V2V,vehicle,vehicle,181.47846248372363,16.312828766366838,0.0,0.0,model_augmented_short_range,VLC,-999.0,2.211241276361353,0.44480941185040646,0,2.4626961426470904e-09,55.681645601276706,320.81896573854783,Infotainment,198.34757167189034,-2.9842704758298146,5.074709512900021,36,2.8270670123719803,1.0,1.0,15.679945577031566,0,High,50
P000005b,V7,V1,V2V,vehicle,vehicle,181.47846248372363,16.312828766366838,0.0,0.0,model_augmented_short_range,RF,9.823498200170201,-999.0,0.0,0,0.0,25.76475224117992,320.81896573854783,Emergency,22.415844711411687,-4.9205669573478605,1.103976423042875,35,8.219999999999999,6.710562347251933e-07,0.24937336855411618,5.022740001423059,1,High,50
P000005b,V7,V1,V2V,vehicle,vehicle,181.47846248372363,16.312828766366838,0.0,0.0,model_augmented_short_range,VLC,-999.0,2.211241276361353,0.44480941185040646,0,2.4626961426470904e-09,16.763405128664825,320.81896573854783,Emergency,19.873374621427576,-4.998358095645271,0.9925407353071378,4,2.8270670123719803,1.0,1.0,4.639757251068284,0,High,50
P000006a,V1,V8,V2V,vehicle,vehicle,107.02827294200293,18.38630493375487,0.0,0.0,model_augmented_short_range,RF,14.410029676018016,-999.0,0.0,0,0.0,12.572773285882834,361.5973303638458,Telemetry,100.50818134970798,-3.9811955014976195,0.9820968942037445,6,8.219999999999999,1.2467665266065633e-16,0.09495383419187808,1.6758504565971672,1,High,50
P000006a,V1,V8,V2V,vehicle,vehicle,107.02827294200293,18.38630493375487,0.0,0.0,model_augmented_short_range,VLC,-999.0,11.38430422387344,0.2932223217564286,1,7.080500821687407e-09,30.27077989584223,361.5973303638458,Telemetry,102.81696051749346,-3.910554672296552,0.9487351253969486,35,7.766077157026529,1.0,1.0,5.292508325126441,0,High,50
P000006b,V8,V1,V2V,vehicle,vehicle,107.02827294200293,18.38630493375487,0.0,0.0,model_augmented_short_range,RF,14.410029676018016,-999.0,0.0,0,0.0,22.47427322019353,361.5973303638458,Infotainment,189.39257470714682,-3.062990097536083,4.724232617356391,35,8.219999999999999,1.2467665266065633e-16,0.09495383419187808,4.8942670525649925,1,High,50
P000006b,V8,V1,V2V,vehicle,vehicle,107.02827294200293,18.38630493375487,0.0,0.0,model_augmented_short_range,VLC,-999.0,11.38430422387344,0.2932223217564286,0,7.080500821687407e-09,40.69491376128782,361.5973303638458,Infotainment,229.4095998688908,-3.034927907846223,5.193868694693644,37,7.766077157026529,0.0001041858465935271,0.0,5.8948762689016245,1,High,50
P000007a,V1,V9,V2V,vehicle,vehicle,54.994722233222056,17.670266622952596,0.0,0.0,model_augmented_short_range,RF,20.193579708647828,-999.0,0.0,0,0.0,31.056718502161694,347.5152435847344,Safety,9.660800348985637,-5.962238940251661,1.0096459905242623,38,8.219999999999999,1.4266750708252627e-57,0.025997679237248716,6.016727547351814,1,High,50
P000007a,V1,V9,V2V,vehicle,vehicle,54.994722233222056,17.670266622952596,0.0,0.0,model_augmented_short_range,VLC,-999.0,22.951404409750133,0.16332565544978517,0,2.6817543071602215e-08,53.440233486376464,347.5152435847344,Safety,9.258833640870947,-6.001768461357002,1.0230589913586294,45,15.263170020720546,4.0429441225801527e-45,0.0,8.383904304901236,1,High,50
P000007b,V9,V1,V2V,vehicle,vehicle,54.994722233222056,17.670266622952596,0.0,0.0,model_augmented_short_range,RF,20.193579708647828,-999.0,0.0,0,0.0,27.843764975680994,347.5152435847344,Telemetry,91.08481911922175,-4.098668235222327,1.1153351849091877,4,8.219999999999999,1.4266750708252627e-57,0.025997679237248716,1.5975830856233826,1,High,50
P000007b,V9,V1,V2V,vehicle,vehicle,54.994722233222056,17.670266622952596,0.0,0.0,model_augmented_short_range,VLC,-999.0,22.951404409750133,0.16332565544978517,0,2.6817543071602215e-08,22.178473630938623,347.5152435847344,Telemetry,105.57412871278615,-4.106615924420137,1.1236560195362273,12,15.263170020720546,4.0429441225801527e-45,0.0,1.0401554295150333,1,High,50
P000008a,V1,V10,V2V,vehicle,vehicle,79.92822772,19.204941074999997,0.0,0.0,tihan_field_measurement,RF,16.945996334199513,-999.0,0.0,0,0.0,33.10841095319013,377.69717447499994,Safety,9.753194570842641,-6.076439718873113,0.9307864719247245,11,8.219999999999999,2.538413457277506e-28,0.05412201385464055,1.8848698485800413,1,High,50
P000008a,V1,V10,V2V,vehicle,vehicle,79.92822772,19.204941074999997,0.0,0.0,tihan_field_measurement,VLC,-999.0,16.45623759230957,0.22830604402971555,0,1.269581677071044e-08,39.53767211299337,377.69717447499994,Safety,9.5180240210616,-6.134296012632491,1.0583103933384144,8,10.997810794983272,1.4669546900617235e-11,0.0,1.2991924839653735,1,High,50
P000008b,V10,V1,V2V,vehicle,vehicle,79.92822772,19.204941074999997,0.0,0.0,tihan_field_measurement,RF,16.945996334199513,-999.0,0.0,0,0.0,29.54328331975649,377.69717447499994,Safety,10.36564239546269,-6.006376537825071,1.0206785460307222,9,8.219999999999999,2.538413457277506e-28,0.05412201385464055,1.7622922603393503,1,High,50
P000008b,V10,V1,V2V,vehicle,vehicle,79.92822772,19.204941074999997,0.0,0.0,tihan_field_measurement,VLC,-999.0,16.45623759230957,0.22830604402971555,0,1.269581677071044e-08,10.580040510222766,377.69717447499994,Safety,9.092214740333194,-6.062927912441662,1.073027239322956,7,10.997810794983272,1.4669546900617235e-11,0.0,1.2690926834171534,1,High,50
P000009a,V1,V11,V2V,vehicle,vehicle,32.675630292958544,16.67012187851024,0.0,0.0,model_augmented_short_range,RF,24.715520518711653,-999.0,0.0,0,0.0,8.423739671235861,327.84573027736803,Telemetry,95.71817006501087,-3.9669990047167625,1.0366784367803112,47,8.219999999999999,4.890999773681006e-159,0.00925614621552584,20.913858441362986,1,High,50
P000009a,V1,V11,V2V,vehicle,vehicle,32.675630292958544,16.67012187851024,0.0,0.0,model_augmented_short_range,VLC,-999.0,31.995285979735954,0.10053102230281563,0,7.596491658938579e-08,55.36088948762039,327.84573027736803,Telemetry,101.88175124438006,-4.075106541732098,1.1386569414483534,15,21.259029839904116,0.0,0.0,0.7952434871136946,1,High,50
P000009b,V11,V1,V2V,vehicle,vehicle,32.675630292958544,16.67012187851024,0.0,0.0,model_augmented_short_range,RF,24.715520518711653,-999.0,0.0,0,0.0,23.709321067097104,327.84573027736803,Safety,10.223589025106893,-6.0343351931235665,0.9508912158237216,5,8.219999999999999,4.890999773681006e-159,0.00925614621552584,1.628013749496516,1,High,50
P000009b,V11,V1,V2V,vehicle,vehicle,32.675630292958544,16.67012187851024,0.0,0.0,model_augmented_short_range,VLC,-999.0,31.995285979735954,0.10053102230281563,0,7.596491658938579e-08,24.998950572413996,327.84573027736803,Safety,9.343945334854238,-6.065230985070311,1.0882468088707915,35,21.259029839904116,0.0,0.0,1.9277027777138822,1,High,50
P000010a,V1,V12,V2V,vehicle,vehicle,25.528717942880718,16.945058074790218,0.0,0.0,model_augmented_short_range,RF,26.859419874135533,-999.0,0.0,0,0.0,54.20715740572706,333.25280880420763,Telemetry,98.01974231145294,-3.947742019295031,1.0263762271007237,10,8.219999999999999,5.0350395291362244e-259,0.0056601250148029525,1.837713767737213,1,High,50
P000010a,V1,V12,V2V,vehicle,vehicle,25.528717942880718,16.945058074790218,0.0,0.0,model_augmented_short_range,VLC,-999.0,36.28308472410395,0.0794434580331419,0,1.244523215859765e-07,35.934228396902924,333.25280880420763,Telemetry,99.24392950625602,-3.918101192026269,1.017386060990993,40,24.106638664047665,0.0,0.0,2.490835415270716,1,High,50
P000010b,V12,V1,V2V,vehicle,vehicle,25.528717942880718,16.945058074790218,0.0,0.0,model_augmented_short_range,RF,26.859419874135533,-999.0,0.0,0,0.0,44.1386154052346,333.25280880420763,Infotainment,198.7179510883507,-2.9742484807259424,5.176951319656192,39,8.219999999999999,5.0350395291362244e-259,0.0056601250148029525,6.710635253678436,1,High,50
P000010b,V12,V1,V2V,vehicle,vehicle,25.528717942880718,16.945058074790218,0.0,0.0,model_augmented_short_range,VLC,-999.0,36.28308472410395,0.0794434580331419,0,1.244523215859765e-07,33.50607200051007,333.25280880420763,Infotainment,216.27766830823853,-3.0501945138335937,4.988774867801571,44,24.106638664047665,0.0,0.0,4.073270574003518,1,High,50
P000011a,V1,V13,V2V,vehicle,vehicle,62.23348608,17.71635699722222,0.0,0.0,tihan_field_measurement,RF,19.11951741681352,-999.0,0.0,0,0.0,9.120940756557612,348.421687612037,Safety,9.108343928581814,-6.020126817169057,1.0066860732876866,14,8.219999999999999,2.0477443584829174e-45,0.03316988257035958,2.023963961309955,1,High,50
